iter	Logloss
184	0.006383929082
185	0.006314441562
186	0.00623855676
187	0.006168787394
188	0.00611255765
189	0.00604580215
190	0.005988027368
191	0.005922668321
192	0.005862773316
193	0.005794394868
194	0.005720800587
195	0.005658181225
196	0.005601522326
197	0.005522102969
198	0.005470469168
199	0.005401870183
200	0.005348858663
201	0.005288697141
202	0.00522918616
203	0.005174379689
204	0.005117032358
205	0.005070470061
206	0.005022707156
207	0.004978041138
208	0.004935873406
209	0.004889881611
210	0.00484207826
211	0.004801441516
212	0.004749170371
213	0.004705459731
214	0.004668972748
215	0.004606493456
216	0.004554351739
217	0.004509139487
218	0.004471082347
219	0.004435662712
220	0.004393633774
221	0.004355288403
222	0.004308703542
223	0.00427729232
224	0.004236915282
225	0.00419757281
226	0.004162470358
227	0.004124008758
228	0.004092014687
229	0.004062384793
230	0.004032722541
231	0.004000696114
232	0.003972332392
233	0.003940772159
234	0.003903147152
235	0.003874881778
236	0.003843909502
237	0.003815465314
238	0.003785128253
239	0.003758747237
240	0.003722464187
241	0.003693061216
242	0.003661925026
243	0.003633914249
244	0.003608950121
245	0.00357949904
246	0.003538564912
247	0.003508310233
248	0.003480108295
249	0.003452241421
250	0.003424622544
251	0.003400333439
252	0.00337127809
253	0.003347382375
254	0.003327624713
255	0.003307198201
256	0.003275912787
257	0.003251774396
258	0.003219432277
259	0.003194843233
260	0.003167847012
261	0.003146811894
262	0.003124130411
263	0.003103498902
264	0.003078445366
265	0.00305492069
266	0.003031707661
267	0.003014028498
268	0.002995443131
269	0.002974285398
270	0.002954384897
271	0.002937427589
272	0.002918621472
273	0.002897452457
274	0.002872273752
275	0.002852877336
276	0.002827970684
277	0.002808583847
278	0.002788042171
279	0.002769981112
280	0.002754180559
281	0.002736716185
282	0.002716709461
283	0.002699934372
284	0.002679166198
285	0.002661642006
286	0.002641337684
287	0.002618296657
288	0.002603611563
289	0.002589050361
290	0.002568742846
291	0.002555000782
292	0.002539710062
293	0.002524038724
294	0.002509612909
295	0.00249656673
296	0.002476091896
297	0.002463988321
298	0.002448582649
299	0.00243093414
300	0.002417642517
301	0.002403357838
302	0.002387882556
303	0.002372458577
304	0.00235570435
305	0.002342565996
306	0.002329522371
307	0.002317595908
308	0.00230180983
309	0.002285972238
310	0.002273044416
311	0.002258725039
312	0.002248438341
313	0.002238076287
314	0.002225625089
315	0.002205694148
316	0.002193042636
317	0.002179161991
318	0.002168010814
319	0.002156767249
320	0.002137440017
321	0.002126038074
322	0.002110964911
323	0.002100334849
324	0.002089699464
325	0.002075089727
326	0.002064986314
327	0.002052586419
328	0.002043773447
329	0.002032817262
330	0.002023421441
331	0.002014582285
332	0.00200296683
333	0.001991709641
334	0.001981439122
335	0.001969989283
336	0.001958081552
337	0.001949170658
338	0.001939652647
339	0.001930783476
340	0.001918911295
341	0.001908844284
342	0.001899717322
343	0.001889729074
344	0.001881674784
345	0.001872649363
346	0.001866409395
347	0.00185533762
348	0.001845934561
349	0.001838883332
350	0.001827745565
351	0.001817705376
352	0.001808756164
353	0.001801308777
354	0.00179313549
355	0.001784239709
356	0.001777104288
357	0.001769548442
358	0.001761085646
359	0.001752361655
360	0.001743629362
361	0.001732033491
362	0.0017233806
363	0.001715509806
364	0.001700789375
365	0.001692207903
366	0.001683635478
367	0.001676313047
368	0.001670051366
369	0.001660889706
370	0.001649918727
371	0.001639821274
372	0.001633803121
373	0.001626253234
374	0.001619078219
375	0.001609666433
376	0.00160196679
377	0.001593550614
378	0.001585984124
379	0.001579929143
380	0.001573086211
381	0.001567124363
382	0.001560198729
383	0.001552288554
384	0.001544644896
385	0.001538038041
386	0.001528375489
387	0.001521664219
388	0.001513341282
389	0.00150732398
390	0.001500973957
391	0.001492002606
392	0.001485181813
393	0.001478702256
394	0.001472704538
395	0.001467516593
396	0.001460240249
397	0.001453484488
398	0.001445742058
399	0.001440109632
400	0.001434617702
401	0.001429289579
402	0.001423943681
403	0.001418802355
404	0.001411741972
405	0.001407169018
406	0.001401026653
407	0.001396410912
408	0.001390600204
409	0.001386216709
410	0.001380804181
411	0.001374398065
412	0.001368469638
413	0.001363905413
414	0.001355094356
415	0.001350147809
416	0.00134575186
417	0.001339995222
418	0.001333891068
419	0.001328877679
420	0.001323479308
421	0.001318326805
422	0.001312804329
423	0.001308556114
424	0.001303732289
425	0.001298731778
426	0.001293946058
427	0.001288621979
428	0.001282729208
429	0.001279395819
430	0.001272518933
431	0.001267882543
432	0.001262399022
433	0.001257994877
434	0.001253958366
435	0.001250053942
436	0.001244538277
437	0.001239236018
438	0.001234564717
439	0.001230749275
440	0.001226111821
441	0.001222592379
442	0.00121869679
443	0.001214844521
444	0.001210693483
445	0.001206079764
446	0.001202043039
447	0.001198024728
448	0.001194650148
449	0.001190907721
450	0.001186941777
451	0.001183418078
452	0.001179761014
453	0.001173745309
454	0.001169770105
455	0.001166428093
456	0.001161325936
457	0.001157690159
458	0.001154053637
459	0.001150252989
460	0.001146516843
461	0.001143142794
462	0.00114024505
463	0.001136378837
464	0.001134068412
465	0.001130468292
466	0.001127164279
467	0.001122416662
468	0.001119215574
469	0.001115724977
470	0.001112035981
471	0.001108959211
472	0.00110520348
473	0.001101432634
474	0.001098062737
475	0.001093791851
476	0.001090063155
477	0.001086431955
478	0.00108237522
479	0.001079399671
480	0.001076471806
481	0.001072663282
482	0.001068622087
483	0.001064728839
484	0.001061675272
485	0.001058099525
486	0.001054345071
487	0.001051163886
488	0.00104976637
489	0.001046577522
490	0.001043935014
491	0.001043935014
492	0.001039990889
493	0.001037502821
494	0.001033703983
495	0.001030872549
496	0.001027796737
497	0.001024473778
498	0.00102083087
499	0.001017733557
500	0.001014032534
501	0.001011371506
502	0.001008124862
503	0.001003881437
504	0.001001389963
505	0.0009984096246
506	0.0009953762804
507	0.0009929026876
508	0.0009898226176
509	0.0009868640985
510	0.000983917181
511	0.0009813582259
512	0.0009813582259
513	0.0009813779167
514	0.0009782341974
515	0.0009754779083
516	0.0009754779083
517	0.0009725733527
518	0.0009696743318
519	0.0009647186313
520	0.0009646828685
521	0.000961327127
522	0.0009588458708
523	0.000958833737
524	0.0009588330984
525	0.000955916409
526	0.0009533553251
527	0.0009533378695
528	0.0009499395532
529	0.0009499302932
530	0.0009469726256
531	0.0009441754648
532	0.0009414875082
533	0.0009414875082
534	0.0009414941072
535	0.0009388431907
536	0.000938825735
537	0.0009387882692
538	0.0009359102164
539	0.0009335042111
540	0.0009300196809
541	0.0009300005223
542	0.0009299572025
543	0.0009299919009
544	0.0009263802852
545	0.0009263875229
546	0.0009263994438
547	0.0009263730475
548	0.0009263730475
549	0.0009251812739
550	0.0009220308491
551	0.0009220436215
552	0.0009194947779
553	0.0009174868464
554	0.0009174529995
555	0.0009174455489
556	0.0009145330106
557	0.0009145736694
558	0.0009145330106
559	0.0009145351393
560	0.0009145351393
561	0.0009122279074
562	0.0009118257889
563	0.0009118257889
564	0.0009079380759
565	0.0009052787508
566	0.0009052928005
567	0.0009024279458
568	0.0009001195431
569	0.0008972594781
570	0.0008972557528
571	0.0008972541562
572	0.0008972711861
573	0.0008972630969
574	0.0008972340396
575	0.000897240213
576	0.0008972468121
577	0.0008972749114
578	0.0008972374456
579	0.0008972496859
580	0.0008972276534
581	0.0008972485151
582	0.0008972487279
583	0.0008972650128
584	0.0008972392551
585	0.0008972277599
586	0.0008972304208
587	0.0008972304208
588	0.0008942717952
589	0.0008913720825
590	0.0008880499218
591	0.0008864679507
592	0.0008864709309
593	0.0008864539542
594	0.0008864750287
595	0.0008864696537
596	0.0008836392845
597	0.0008836401893
598	0.0008836489703
599	0.0008836424776
600	0.0008836192744
601	0.0008832431797
602	0.000880144909
603	0.0008801325623
604	0.0008768356272
605	0.00087680657
606	0.0008768166815
607	0.0008768119982
608	0.000876814127
609	0.0008742287755
610	0.0008742287755
611	0.0008742086589
612	0.0008742273918
613	0.0008742151516
614	0.0008742253695
615	0.0008742272854
616	0.0008742241987
617	0.0008742241987
618	0.0008717350662
619	0.0008717494884
620	0.0008684278067
621	0.0008684048695
622	0.000868134307
623	0.000868134307
624	0.0008647315204
625	0.0008647408869
626	0.0008642385049
627	0.0008642385049
628	0.0008642471262
629	0.0008642487228
630	0.0008642272225
631	0.0008642339281
632	0.0008642339281
633	0.0008642322251
634	0.0008642198784
635	0.0008642375469
636	0.0008642128536
637	0.0008642414851
638	0.0008642414851
639	0.0008642148759
640	0.0008642253067
641	0.0008609299681
642	0.0008609299681
643	0.0008609193776
644	0.0008609193776
645	0.0008609649326
646	0.0008609123528
647	0.000860923848
648	0.000860923848
649	0.0008581327541
650	0.0008581359472
651	0.0008581221636
652	0.0008581099766
653	0.0008569881852
654	0.0008569881852
655	0.0008540392454
656	0.0008498399385
657	0.0008498608002
658	0.0008498703795
659	0.0008498703795
660	0.0008498317961
661	0.0008498322219
662	0.0008498460054
663	0.0008498516466
664	0.0008498516466
665	0.0008469230362
666	0.0008469294224
667	0.0008469261229
668	0.0008469440043
669	0.0008469217058
670	0.0008469060596
671	0.0008469192577
672	0.0008469192577
673	0.0008469192577
674	0.0008469192577
675	0.0008469305933
676	0.0008469302739
677	0.0008469298482
678	0.0008469298482
679	0.000846912978
680	0.0008469190981
681	0.0008468970656
682	0.0008469116475
683	0.0008469116475
684	0.0008469116475
685	0.0008469123925
686	0.0008444917521
687	0.0008444960096
688	0.0008444981383
689	0.0008444463568
690	0.0008444710502
691	0.0008444461439
692	0.0008444551911
693	0.0008444496031
694	0.0008444496031
695	0.0008444403431
696	0.0008444198008
697	0.0008443999503
698	0.0008443942027
699	0.0008443641875
700	0.0008403907929
701	0.0008404061198
702	0.0008404139429
703	0.0008404070778
704	0.0008378835661
705	0.0008378787764
706	0.0008378798408
707	0.000837886227
708	0.0008378997445
709	0.000837863556
710	0.000837863556
711	0.000837880373
712	0.0008378674941
713	0.0008378674941
714	0.0008378674941
715	0.0008378785636
716	0.0008378804794
717	0.000837882076
718	0.0008378622787
719	0.0008378595114
720	0.0008378664298
721	0.0008378664298
722	0.000837854296
723	0.0008378442377
724	0.000837846739
725	0.0008378637689
726	0.0008378616401
727	0.0008378628109
728	0.0008378513157
729	0.0008357436529
730	0.0008357406727
731	0.0008357406727
732	0.0008357329028
733	0.0008357282196
734	0.0008357445044
735	0.0008357277406
736	0.0008357315723
737	0.0008357464203
738	0.0008357289646
739	0.0008357175759
740	0.0008337305593
741	0.000833733167
742	0.0008337404047
743	0.0008337279516
744	0.0008337348167
745	0.0008306938623
746	0.0008306801851
747	0.0008306908288
748	0.0008307082845
749	0.0008307082845
750	0.0008307082845
751	0.0008307082845
752	0.0008307082845
753	0.0008306818881
754	0.0008306786418
755	0.0008306874761
756	0.0008273578648
757	0.0008273254548
758	0.0008273254548
759	0.0008273509996
760	0.0008273509996
761	0.0008273509996
762	0.000827342804
763	0.0008273339165
764	0.0008273339165
765	0.0008273244968
766	0.0008273379079
767	0.0008273379079
768	0.0008272867118
769	0.0008272959185
770	0.0008239536945
771	0.0008239421461
772	0.0008239539606
773	0.000823956249
774	0.0008239658816
775	0.0008239556636
776	0.00082393725
777	0.0008202710854
778	0.0008202655507
779	0.0008202551731
780	0.0008202649653
781	0.0008202791214
782	0.0008202684777
783	0.0008202714579
784	0.0008178700294
785	0.0008178523609
786	0.0008178523609
787	0.0008178796087
788	0.0008178796087
789	0.0008178613016
790	0.0008153225694
791	0.0008153331599
792	0.0008128733507
793	0.0008128694658
794	0.0008128694658
795	0.0008128724992
796	0.0008128915514
797	0.0008128666984
798	0.0008128666984
799	0.0008128658469
800	0.0008128707962
801	0.0008128707962
802	0.0008128716477
803	0.000812846369
804	0.0008128449321
805	0.000812850999
806	0.0008127919797
807	0.0008127828262
808	0.0008127974612
809	0.0008127698941
810	0.0008127921394
811	0.0008127911282
812	0.0008127510548
813	0.000812737218
814	0.0008127375905
815	0.0008127307785
816	0.0008127342377
817	0.0008127263082
818	0.0008110740887
819	0.0008110837213
820	0.0008110736098
821	0.0008083383952
822	0.0008083333927
823	0.0008083359471
824	0.0008057328207
825	0.0008057301066
826	0.0008057292019
827	0.0008057323417
828	0.000805736546
829	0.0008057120655
830	0.0008057090321
831	0.0008057115333
832	0.0008057115333
833	0.000805680507
834	0.000805680507
835	0.0008057173342
836	0.0008057076484
837	0.0008057076484
838	0.0008056963129
839	0.0008057086595
840	0.0008056810924
841	0.0008056979626
842	0.000803361088
843	0.0008011724268
844	0.0008011603994
845	0.000801151033
846	0.0008006153362
847	0.0008006153362
848	0.000800633058
849	0.0008006378476
850	0.0007979335529
851	0.0007979420679
852	0.0007979420679
853	0.0007979297212
854	0.0007961032646
855	0.0007936236049
856	0.0007936236049
857	0.0007936236049
858	0.0007936236049
859	0.0007936294058
860	0.0007936047124
861	0.0007936112583
862	0.0007936177509
863	0.0007918587753
864	0.0007909675794
865	0.0007909722626
866	0.000790935808
867	0.000790953104
868	0.0007909427796
869	0.0007909592241
870	0.0007909400655
871	0.0007909386286
872	0.0007909667279
873	0.000789214032
874	0.000789222547
875	0.0007892195668
876	0.0007892107325
877	0.000787078057
878	0.000787078057
879	0.0007870744914
880	0.0007870651249
881	0.0007870651249
882	0.0007870651249
883	0.0007871298386
884	0.0007870771523
885	0.0007870918938
886	0.0007871113718
887	0.0007855303586
888	0.0007848505995
889	0.0007848416588
890	0.0007848397962
891	0.0007848397962
892	0.0007848444794
893	0.0007848413395
894	0.0007848413395
895	0.0007848523025
896	0.0007848523025
897	0.0007848484708
898	0.0007848475661
899	0.0007848226598
900	0.0007848351662
901	0.0007848175509
902	0.0007848399026
903	0.0007848275559
904	0.0007848275559
905	0.0007848275559
906	0.0007838000144
907	0.0007838000144
908	0.0007837852197
909	0.0007813899645
910	0.0007814135935
911	0.0007814027369
912	0.0007814027369
913	0.0007813977344
914	0.0007813896452
915	0.0007813896452
916	0.0007813980005
917	0.0007813829396
918	0.0007813829396
919	0.0007814033755
920	0.0007794168379
921	0.0007794143366
922	0.0007794083761
923	0.0007794019899
924	0.0007794161992
925	0.000777654882
926	0.0007776655257
927	0.0007776453559
928	0.0007776517421
929	0.0007766342057
930	0.0007766607084
931	0.000776653045
932	0.0007766461798
933	0.0007766461798
934	0.0007766461798
935	0.0007749789527
936	0.0007749632001
937	0.0007733839963
938	0.0007733839963
939	0.000773354194
940	0.0007733658488
941	0.0007733966623
942	0.0007733731398
943	0.0007733731398
944	0.0007733639862
945	0.0007733580257
946	0.0007733648377
947	0.0007733690952
948	0.0007733552051
949	0.0007733649441
950	0.0007733506284
951	0.0007733480207
952	0.0007733480207
953	0.0007733480207
954	0.0007733480207
955	0.0007733480207
956	0.0007733624961
957	0.0007733474885
958	0.000773347382
959	0.0007733804307
960	0.0007733686162
961	0.0007733764925
962	0.0007733543004
963	0.0007713246558
964	0.0007713073066
965	0.0007712781429
966	0.0007712930441
967	0.0007712665413
968	0.0007712626031
969	0.0007712745241
970	0.0007712660091
971	0.0007712660091
972	0.0007712801652
973	0.0007712801652
974	0.0007712590375
975	0.0007712396128
976	0.0007712490324
977	0.0007712302996
978	0.0007712302996
979	0.0007712558976
980	0.0007712767592
981	0.0007712767592
982	0.0007712431784
983	0.0007712471698
984	0.0007707560701
985	0.0007707560701
986	0.0007707560701
987	0.0007707564959
988	0.0007707622967
989	0.0007707374437
990	0.0007707524512
991	0.0007707469165
992	0.0007707412754
993	0.0007707630949
994	0.0007684204195
995	0.0007684204195
996	0.0007684468159
997	0.0007684233998
998	0.0007684203131
999	0.0007684398975
